		SIKKIM MANIPAL UNIVERSITY 

		GRADE SHEET - MAY/JUNE 2026 EXAMINATIONS.  

Subject Code  : GN201B1		refcode(CSE406)
Subject Title : UNIVERSAL HUMAN VALUE II (GN201B1)
Subject Credit : 3.0 

REGNO		INT	   UM		TOT	GRADE
202400054	27.55	   20	     48.00	D
202400081	33.10	   26	     60.00	C
202400097	22.60	 17.5	     41.00	E
202400110	27.40	 24.5	     52.00	D
202400128	39.05	 40.5	     80.00	A
202400190	23.75	   20	     44.00	E
202400206	25.55	 21.5	     48.00	D
202400278	32.30	 26.5	     59.00	C
202400286	20.70	   19	     40.00	E
202400305	26.80	 24.5	     52.00	D
202400315	18.60	 21.5	     41.00	E
202400379	30.70	   35	     66.00	B
202400394	33.10	   24	     58.00	C
202400395	33.65	   32	     66.00	B
202400396	33.70	   32	     66.00	B
202400397	22.85	    6	     29.00	F
202400413	29.25	   25	     55.00	C
202400424	34.00	 35.5	     70.00	B
202400460	35.50	 37.5	     73.00	B
202400490	28.85	 28.5	     58.00	C
202400496	24.20	   26	     51.00	D
202400509	28.75	   25	     54.00	D
202400534	26.55	 21.5	     49.00	D
202400570	35.20	   34	     70.00	B
202518501	21.15	 27.5	     49.00	D
202518502	28.50	   18	     47.00	D
202518503	28.70	   25	     54.00	D
202518504	17.85	   AB	      0.00	I
202518505	24.80	 14.5	     40.00	F
202518506	25.50	 26.5	     52.00	D
202518507	31.10	   24	     56.00	C
202518508	 0.00	   DT	      0.00	DT
202518509	24.65	 21.5	     47.00	D
202518510	28.90	 25.5	     55.00	C
202518511	32.55	   29	     62.00	C
202518512	26.15	 33.5	     60.00	C
202518513	12.75	   AB	      0.00	I
202518514	 0.00	   DT	      0.00	DT
202518521	29.35	 26.5	     56.00	C
202518522	13.75	 20.5	     35.00	E
202518523	29.15	 30.5	     60.00	C
202518524	23.60	   27	     51.00	D
202518525	21.15	 19.5	     41.00	E
202518526	19.50	   23	     43.00	E
202300049	 0.00	   AB	      0.00	I
202200217	24.10	   13	     38.00	F
202400007	30.90	 25.5	     57.00	C
202400021	33.00	   31	     64.00	C
202400029	28.50	 26.5	     55.00	C
202400034	34.50	 30.5	     65.00	B
202400052	40.20	   38	     79.00	A
202400102	37.10	   27	     65.00	B
202400113	39.00	 36.5	     76.00	A
202400130	32.80	   31	     64.00	C
202400168	38.70	   31	     70.00	B
202400195	40.20	 44.5	     85.00	S
202400198	37.80	   35	     73.00	B
202400240	37.10	   40	     78.00	A
202400241	29.60	 23.5	     54.00	D
202400246	33.60	   34	     68.00	B
202400250	34.60	 29.5	     65.00	B
202400262	32.50	 31.5	     64.00	C
202400264	40.30	   37	     78.00	A
202400265	37.50	   23	     61.00	C
202400289	34.90	 31.5	     67.00	B
202400303	42.00	   43	     85.00	S
202400311	35.10	   32	     68.00	B
202400313	30.20	   24	     55.00	C
202400314	37.30	 31.5	     69.00	B
202400324	35.10	 29.5	     65.00	B
202400326	 0.00	   DT	      0.00	DT
202400333	33.40	   35	     69.00	B
202400340	28.30	   24	     53.00	D
202400341	31.40	 20.5	     52.00	D
